FilePath,Instance,MaxCycleLength,MaxChainLength,DegreeType,Preference,TimeTaken,TimeLimit,Status,ObjectiveValue,Cycles,Chains,AverageChainLength,AverageCycleLength,HighlySensitizedPercentage
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num23_N18_A2.txt_cycle6_chain7.txt,KP_Num23_N18_A2.txt,6.0,7.0,Indegree,CY,0.019811,20.0,Optimal,12.0,"[[9, 2], [3, 10, 4], [5, 15, 14]]","[[16, 6, 7, 12], [17, 1]]",2.0,2.66667,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num30_N18_A2.txt_cycle6_chain7.txt,KP_Num30_N18_A2.txt,6.0,7.0,Indegree,CY,0.018995,20.0,Optimal,12.0,"[[7, 8], [12, 14, 13], [1, 10, 11]]","[[16, 9, 2], [17, 6, 5]]",2.0,2.66667,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num25_N18_A2.txt_cycle6_chain7.txt,KP_Num25_N18_A2.txt,6.0,7.0,Indegree,CY,0.016338,20.0,Optimal,10.0,[],"[[16, 8, 10, 15], [17, 9, 13, 6, 1, 0, 12, 11]]",5.0,,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num26_N18_A2.txt_cycle6_chain7.txt,KP_Num26_N18_A2.txt,6.0,7.0,Indegree,CY,0.028107,20.0,Optimal,8.0,"[[4, 15, 12]]","[[16, 5, 6, 11], [17, 7, 0]]",2.5,3.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num28_N18_A2.txt_cycle6_chain7.txt,KP_Num28_N18_A2.txt,6.0,7.0,Indegree,CY,0.011446,20.0,Optimal,7.0,"[[3, 11]]","[[16, 6, 5, 4], [17, 14, 12]]",2.5,2.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num29_N18_A2.txt_cycle6_chain7.txt,KP_Num29_N18_A2.txt,6.0,7.0,Indegree,CY,0.015831,20.0,Optimal,10.0,"[[11, 10], [12, 6, 9, 7]]","[[16, 0, 5, 8], [17, 4]]",2.0,3.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num27_N18_A2.txt_cycle6_chain7.txt,KP_Num27_N18_A2.txt,6.0,7.0,Indegree,CY,0.016027,20.0,Optimal,10.0,"[[6, 1, 12, 5], [13, 7, 15]]","[[16, 3, 10], [17, 2]]",1.5,3.5,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num24_N18_A2.txt_cycle6_chain7.txt,KP_Num24_N18_A2.txt,6.0,7.0,Indegree,CY,0.014864,20.0,Optimal,10.0,"[[4, 15, 11, 12], [10, 14, 7]]","[[16, 5, 6], [17, 0]]",1.5,3.5,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num22_N18_A2.txt_cycle6_chain7.txt,KP_Num22_N18_A2.txt,6.0,7.0,Indegree,CY,0.020902,20.0,Optimal,9.0,"[[9, 3]]","[[16, 1, 13, 10], [17, 6, 11, 0, 8]]",3.5,2.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_18_2/KP_Num21_N18_A2.txt_cycle6_chain7.txt,KP_Num21_N18_A2.txt,6.0,7.0,Indegree,CY,0.018572,20.0,Optimal,10.0,"[[2, 11, 7, 13]]","[[17, 1], [16, 4, 3, 6, 15, 8]]",3.0,4.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num89_N67_A3.txt_cycle6_chain7.txt,KP_Num89_N67_A3.txt,6.0,7.0,Indegree,CY,5.8493,20.0,Optimal,34.0,"[[49, 5, 32, 45], [9, 23, 57, 59], [21, 1, 14, 30], [58, 51, 29], [48, 33, 55, 27], [36, 34, 42], [41, 37, 17]]","[[64, 62, 54, 3, 16], [65, 0, 13], [66, 7, 50, 60]]",3.0,3.57143,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num87_N67_A3.txt_cycle6_chain7.txt,KP_Num87_N67_A3.txt,6.0,7.0,Indegree,CY,20.7221,20.0,Optimal,46.0,"[[26, 4, 57, 59], [23, 28, 8, 55], [1, 18, 37, 46], [40, 29, 56], [30, 25, 31], [19, 48, 7, 17], [61, 35, 63, 60], [3, 58, 10, 12], [13, 52, 24, 38], [41, 6, 53, 22]]","[[65, 21, 51, 54], [64, 33, 47], [66, 15, 45, 9]]",2.66667,3.8,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num84_N67_A3.txt_cycle6_chain7.txt,KP_Num84_N67_A3.txt,6.0,7.0,Indegree,CY,21.2984,20.0,Feasible,39.0,"[[32, 35, 47, 26], [48, 31, 46, 15], [3, 45, 7, 61], [58, 22], [44, 9, 13], [60, 23], [16, 20, 28], [52, 40], [30, 10, 11, 21], [5, 41]]","[[65, 50, 29, 59], [66, 24, 33], [64, 56, 14, 37, 51]]",3.0,3.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num82_N67_A3.txt_cycle6_chain7.txt,KP_Num82_N67_A3.txt,6.0,7.0,Indegree,CY,23.8654,20.0,Feasible,47.0,"[[49, 26, 0, 15], [40, 59, 58, 20], [34, 1, 45, 57], [5, 13], [8, 47, 2, 38], [11, 10, 41, 61], [18, 28, 30, 22], [53, 29, 14, 16], [50, 35, 52, 48], [3, 44, 24, 37]]","[[66, 4, 36, 25, 33], [65, 9, 46], [64, 21, 55, 56]]",3.0,3.8,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num81_N67_A3.txt_cycle6_chain7.txt,KP_Num81_N67_A3.txt,6.0,7.0,Indegree,CY,23.1791,20.0,Feasible,55.0,"[[59, 45, 56, 47], [54, 44, 51], [6, 11, 12, 55], [61, 46, 38, 31], [39, 58, 27, 2], [19, 21, 16, 52], [13, 32, 5], [14, 1, 20, 0], [8, 43, 40, 25], [34, 28, 18, 36], [17, 9, 10, 60], [23, 3, 24, 29]]","[[66, 26, 4, 57], [65, 49, 48, 30], [64, 22, 33, 41]]",3.0,3.83333,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num83_N67_A3.txt_cycle6_chain7.txt,KP_Num83_N67_A3.txt,6.0,7.0,Indegree,CY,12.2948,20.0,Optimal,41.0,"[[50, 6, 23, 61], [8, 53, 18], [19, 54, 43, 59], [25, 51, 12, 32], [48, 27, 11], [21, 22, 3, 60], [30, 40, 10, 20], [35, 5, 55], [44, 14, 46]]","[[64, 57, 63, 16], [65, 13, 28, 39], [66, 9, 58, 38]]",3.0,3.55556,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num90_N67_A3.txt_cycle6_chain7.txt,KP_Num90_N67_A3.txt,6.0,7.0,Indegree,CY,0.442494,20.0,Optimal,36.0,"[[30, 13, 26, 46], [58, 10, 57, 38], [50, 42, 62], [35, 1, 39], [18, 12, 51], [20, 45, 52, 55], [37, 48], [36, 41, 63]]","[[64, 49, 59, 16, 21], [66, 56, 32, 14, 19], [65, 24, 40]]",3.33333,3.25,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num85_N67_A3.txt_cycle6_chain7.txt,KP_Num85_N67_A3.txt,6.0,7.0,Indegree,CY,11.0681,20.0,Optimal,39.0,"[[39, 14], [44, 3, 62, 60], [29, 54, 16, 7], [0, 23, 20, 36], [15, 5, 27], [41, 6, 63, 2], [34, 53, 31], [11, 55, 8, 32], [1, 19, 43, 45]]","[[64, 47, 17, 46], [65, 50, 49, 12], [66, 26]]",2.33333,3.55556,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num86_N67_A3.txt_cycle6_chain7.txt,KP_Num86_N67_A3.txt,6.0,7.0,Indegree,CY,2.37761,20.0,Optimal,34.0,"[[39, 31, 40, 6], [20, 43, 53, 21], [54, 10, 18], [15, 3, 7, 28], [23, 34, 62], [55, 41, 11], [17, 26, 5, 61]]","[[65, 24, 30, 9], [64, 29, 19, 42], [66, 50, 60, 51]]",3.0,3.57143,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_67_3/KP_Num88_N67_A3.txt_cycle6_chain7.txt,KP_Num88_N67_A3.txt,6.0,7.0,Indegree,CY,11.9036,20.0,Optimal,47.0,"[[8, 9, 61, 60], [41, 1, 15, 30], [40, 36, 19, 44], [38, 6, 35], [22, 3, 10, 53], [27, 7, 21], [18, 16, 14, 46], [23, 12, 50, 62], [31, 34, 48, 54], [57, 49, 26, 47]]","[[64, 29, 45, 11], [65, 5, 55, 58], [66, 32, 20, 24]]",3.0,3.8,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num128_N134_A6.txt_cycle6_chain7.txt,KP_Num128_N134_A6.txt,6.0,7.0,Indegree,CY,30.5333,20.0,Optimal,87.0,"[[89, 52, 114, 22], [83, 101, 121, 19], [96, 1, 80], [68, 5, 3, 118], [49, 42, 88, 6], [61, 31, 119, 4], [7, 18, 105, 77], [78, 39, 76, 120], [24, 63, 14, 92], [41, 66, 115, 113], [91, 116, 50, 35], [87, 60, 26, 45], [8, 44, 99, 54], [13, 110, 28, 75], [53, 74, 25, 85], [48, 2, 106, 117], [79, 37, 127], [84, 97, 23, 72]]","[[132, 32, 111, 57], [129, 29, 122, 40], [133, 16, 100, 95], [130, 43, 34, 51], [131, 38, 30, 126], [128, 109, 125]]",2.83333,3.88889,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num127_N134_A6.txt_cycle6_chain7.txt,KP_Num127_N134_A6.txt,6.0,7.0,Indegree,CY,24.8987,20.0,Feasible,80.0,"[[32, 60, 83, 7], [51, 121, 88, 84], [109, 52, 104, 29], [118, 50, 69, 108], [114, 6, 11, 110], [68, 94, 26], [89, 112, 31], [100, 74, 35, 107], [122, 79, 10, 38], [17, 20, 111, 125], [54, 86, 13, 80], [62, 57, 48], [49, 34, 42, 93], [65, 53, 116, 16], [41, 75, 76, 12], [91, 23, 44, 77]]","[[131, 30, 98, 81], [130, 64, 56, 58], [129, 66, 43, 1, 127, 27, 33], [132, 4, 25], [128, 70, 15, 102, 106], [133, 18]]",3.16667,3.8125,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num126_N134_A6.txt_cycle6_chain7.txt,KP_Num126_N134_A6.txt,6.0,7.0,Indegree,CY,35.3393,20.0,Optimal,100.0,"[[8, 71, 117, 98], [119, 86, 89, 76], [97, 44, 90, 26], [79, 91, 56, 52], [111, 120, 10, 22], [114, 106, 31, 12], [1, 72, 70, 75], [85, 36, 19, 42], [109, 18], [96, 54, 65, 55], [94, 122], [66, 64, 2], [13, 40, 21, 5], [48, 82, 41, 6], [37, 49, 46, 88], [118, 83, 107, 39], [27, 24, 50, 80], [125, 73, 14, 124], [104, 108, 23, 87], [100, 74, 78, 28], [59, 102, 0, 93], [51, 4, 115]]","[[128, 63, 25, 11], [133, 62, 103, 60], [132, 69, 35, 110], [131, 127, 58, 112], [129, 3, 77, 53], [130, 113, 34, 57]]",3.0,3.72727,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num129_N134_A6.txt_cycle6_chain7.txt,KP_Num129_N134_A6.txt,6.0,7.0,Indegree,CY,38.0345,20.0,Feasible,90.0,"[[56, 39, 126, 83], [119, 105, 112, 23], [11, 33, 43, 55], [78, 91, 80, 29], [2, 81, 84, 72], [8, 14, 31, 118], [69, 52, 68, 96], [65, 9, 108, 71], [40, 94, 4], [21, 36, 120, 100], [122, 20, 12, 19], [34, 110], [123, 13, 1, 60], [51, 109, 6, 95], [18, 16, 32, 82], [99, 103, 22], [46, 70, 49, 63], [76, 86, 93], [30, 17, 104, 111], [106, 107, 61, 101]]","[[132, 92, 59, 90], [133, 125, 74, 10], [128, 87, 116, 45], [131, 42, 44, 97], [129, 98, 64, 15]]",3.0,3.75,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num121_N134_A6.txt_cycle6_chain7.txt,KP_Num121_N134_A6.txt,6.0,7.0,Indegree,CY,30.9529,20.0,Optimal,86.0,"[[6, 120, 101, 48], [126, 99, 3, 55], [0, 61, 50, 58], [64, 103, 4, 114], [27, 66], [85, 80, 34, 46], [33, 67, 12, 45], [118, 92, 81, 73], [18, 91, 107, 125], [39, 60, 121, 23], [15, 40, 53, 1], [41, 59, 109], [69, 56, 74, 106], [83, 113, 2, 62], [17, 36, 127, 24], [49, 82, 116, 102], [10, 90, 57, 78], [94, 79, 14]]","[[132, 96, 124, 31], [133, 108, 19, 42], [130, 7, 117, 77], [129, 105, 38, 30], [128, 54, 65, 52], [131, 123, 76, 37]]",3.0,3.77778,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num130_N134_A6.txt_cycle6_chain7.txt,KP_Num130_N134_A6.txt,6.0,7.0,Indegree,CY,33.2181,20.0,Optimal,91.0,"[[51, 21, 95, 26], [44, 41, 112, 5], [10, 96, 54, 74], [127, 28, 77, 88], [99, 12, 82], [58, 108, 90, 35], [123, 49, 42, 65], [2, 102, 107, 98], [75, 73, 53, 67], [57, 100, 124, 116], [87, 56, 104, 115], [81, 114, 126, 9], [47, 59, 24, 91], [39, 48, 3, 14], [110, 1, 86, 85], [45, 83], [22, 60, 40, 121], [92, 64, 15, 72], [71, 79, 11, 17]]","[[128, 63, 34, 70], [133, 62, 31, 25], [132, 27, 78, 101], [129, 94, 55, 19], [131, 61, 50], [130, 8, 37, 46, 106]]",3.0,3.84211,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num122_N134_A6.txt_cycle6_chain7.txt,KP_Num122_N134_A6.txt,6.0,7.0,Indegree,CY,27.5339,20.0,Optimal,86.0,"[[71, 18, 85, 10], [108, 110, 48, 100], [67, 13], [127, 117, 121], [14, 46, 26, 112], [79, 114, 52, 92], [12, 113, 38, 88], [2, 63, 89, 24], [59, 115, 11, 35], [44, 64, 74, 60], [19, 62, 37, 75], [8, 27, 36, 106], [20, 102, 31, 70], [82, 61, 109, 119], [7, 81, 47, 21], [111, 1, 69, 25], [68, 3, 50], [6, 99, 9, 90]]","[[128, 17, 22, 87], [133, 105, 94, 78], [129, 29, 45, 54], [131, 56, 5, 65], [132, 53, 43, 4], [130, 51, 16, 101]]",3.0,3.77778,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num125_N134_A6.txt_cycle6_chain7.txt,KP_Num125_N134_A6.txt,6.0,7.0,Indegree,CY,28.548,20.0,Optimal,81.0,"[[7, 95, 6, 125], [99, 60, 107, 71], [22, 123, 13, 67], [113, 1, 25, 12], [78, 20, 109, 110], [102, 127, 39, 16], [27, 119, 75, 88], [63, 31, 26, 5], [111, 105, 36, 86], [117, 82, 94, 66], [4, 55, 62, 96], [79, 28, 69, 53], [91, 21, 58, 59], [70, 106, 44, 33], [64, 46, 10, 108], [76, 35, 14]]","[[133, 100, 17, 98], [130, 120, 80, 9], [131, 38, 65, 101], [128, 112, 104, 24], [132, 42, 57, 122], [129, 121, 2, 114]]",3.0,3.9375,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num123_N134_A6.txt_cycle6_chain7.txt,KP_Num123_N134_A6.txt,6.0,7.0,Indegree,CY,41.8345,20.0,Feasible,106.0,"[[58, 62, 15, 107], [57, 14, 43, 79], [52, 113, 85, 116], [21, 86, 0], [19, 66, 33, 32], [27, 41, 50, 46], [99, 112, 97, 34], [72, 8, 40, 11], [31, 84, 55, 123], [74, 42, 4, 81], [122, 16, 115, 80], [117, 20, 67, 88], [47, 7], [78, 111, 28, 65], [127, 109, 61], [87, 120, 125, 59], [63, 126, 106, 100], [98, 104, 54, 101], [114, 35, 94, 68], [110, 45, 60, 39], [44, 69, 102, 23], [92, 49, 38, 48], [13, 90, 56, 82]]","[[133, 3, 119, 12], [129, 18, 25, 121], [130, 30, 71, 124], [131, 76, 9, 91], [132, 77, 53, 70], [128, 93, 22, 24]]",3.0,3.82609,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_134_6/KP_Num124_N134_A6.txt_cycle6_chain7.txt,KP_Num124_N134_A6.txt,6.0,7.0,Indegree,CY,32.0911,20.0,Feasible,93.0,"[[10, 114, 1, 25], [116, 0, 50, 112], [27, 106, 94, 48], [51, 121, 95, 24], [98, 4, 61, 41], [22, 14, 74, 70], [45, 62, 80, 32], [57, 77, 16, 79], [84, 42, 12, 13], [99, 11, 49, 19], [55, 104, 109, 17], [115, 9, 91, 90], [111, 60, 97], [82, 2, 93, 21], [3, 54, 65, 120], [8, 96, 33, 83], [47, 103, 87, 123], [127, 110, 117, 63], [126, 122, 20, 81]]","[[133, 56, 68, 88], [130, 5, 26, 38], [131, 100, 73, 66], [132, 53, 6, 118], [129, 125, 85, 39], [128, 78, 89, 52]]",3.0,3.94737,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num95_N70_A6.txt_cycle6_chain7.txt,KP_Num95_N70_A6.txt,6.0,7.0,Indegree,CY,12.8377,20.0,Optimal,46.0,"[[52, 13, 62, 32], [24, 12, 25, 37], [31, 10, 18, 39], [20, 23, 4, 3], [61, 35, 58, 45], [22, 36, 2, 14], [21, 30, 43, 5], [47, 28, 8, 55]]","[[64, 56, 33, 29], [68, 26, 53, 6], [67, 54, 1], [69, 40, 0], [65, 60, 51], [66, 7, 48]]",2.33333,4.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num98_N70_A6.txt_cycle6_chain7.txt,KP_Num98_N70_A6.txt,6.0,7.0,Indegree,CY,4.42305,20.0,Optimal,44.0,"[[59, 43, 52, 15], [35, 40, 50, 17], [4, 44, 41, 5], [6, 26, 55], [21, 53], [54, 31], [3, 30, 8, 23], [16, 13, 19], [14, 45]]","[[65, 49, 42, 20], [64, 48, 7, 28], [68, 22, 11, 63], [69, 61, 12, 2], [66, 36, 62], [67, 18, 25]]",2.66667,3.11111,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num96_N70_A6.txt_cycle6_chain7.txt,KP_Num96_N70_A6.txt,6.0,7.0,Indegree,CY,5.48711,20.0,Optimal,36.0,"[[24, 14, 52, 11], [23, 26, 63, 30], [42, 55, 31], [46, 33, 56, 58], [16, 28], [1, 25, 21, 40], [12, 57, 37], [15, 3]]","[[64, 38, 62, 17], [68, 19], [65, 13, 49, 35], [69, 6], [67, 29], [66, 53]]",1.66667,3.25,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num93_N70_A6.txt_cycle6_chain7.txt,KP_Num93_N70_A6.txt,6.0,7.0,Indegree,CY,9.47586,20.0,Optimal,37.0,"[[56, 25], [35, 60], [13, 40, 45, 28], [59, 48], [15, 53, 62, 34], [43, 26, 37, 61], [63, 16, 4]]","[[64, 30, 1, 31], [67, 18, 10, 49], [69, 36], [65, 52, 38], [68, 23, 50, 9, 47], [66, 55, 20, 14]]",2.66667,3.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num92_N70_A6.txt_cycle6_chain7.txt,KP_Num92_N70_A6.txt,6.0,7.0,Indegree,CY,10.5543,20.0,Optimal,46.0,"[[31, 53, 43, 47], [33, 54], [41, 10, 2, 60], [44, 25, 29, 17], [49, 56, 4, 16], [26, 55, 0, 15], [6, 27, 48, 50], [40, 24, 36, 28]]","[[69, 62, 61, 34], [65, 1, 63, 52], [64, 30, 35, 8], [67, 12, 23, 11], [68, 45, 19, 9], [66, 59]]",2.66667,3.75,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num91_N70_A6.txt_cycle6_chain7.txt,KP_Num91_N70_A6.txt,6.0,7.0,Indegree,CY,15.8737,20.0,Optimal,40.0,"[[18, 52, 6, 27], [10, 43, 26, 40], [35, 12, 46, 42], [57, 60, 49, 22], [28, 44, 7, 5], [33, 19, 41, 23]]","[[64, 24, 50, 25], [69, 29, 59, 48], [65, 17, 62, 15], [68, 63, 56, 13], [66, 0, 8, 47], [67, 21]]",2.66667,4.0,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num97_N70_A6.txt_cycle6_chain7.txt,KP_Num97_N70_A6.txt,6.0,7.0,Indegree,CY,7.37649,20.0,Optimal,39.0,"[[8, 25, 45, 61], [17, 38, 12, 58], [54, 16], [39, 3, 5, 27], [4, 41, 62], [22, 34, 23], [30, 55, 60, 18], [36, 53, 51, 50]]","[[65, 35, 33, 2], [67, 24], [66, 48], [68, 15], [69, 49], [64, 32, 0, 46, 10]]",1.83333,3.5,0.0
/Users/juliusmiers/KidneyExchangeOptimization/out/PrefLib/6_cycle_length/7_chain_length/Kidney_Matching_70_6/KP_Num99_N70_A6.txt_cycle6_chain7.txt,KP_Num99_N70_A6.txt,6.0,7.0,Indegree,CY,4.52533,20.0,Optimal,40.0,"[[26, 47, 14, 35], [20, 6], [17, 34, 37, 57], [62, 31, 33, 11], [36, 27, 16, 48], [18, 55, 1, 63], [7, 8], [44, 52]]","[[68, 29, 61, 32], [69, 54, 41, 50], [66, 60, 10], [67, 23], [65, 9, 59, 19], [64, 58, 3]]",2.33333,3.25,0.0
